,BSH_Enzyme,Inhibitor,Bile_Acid,Run,Replicate,log2_concentration,fitted_values_7,fitted_se_7,ci_lwr_7,ci_upr_7,enzyme_baseline_7,inhibitor_baseline_7,enzyme_inhibitor_interaction_7,inhibitor_potency_7,enzyme_bileacid_interaction_7,fitted_values_9,fitted_se_9,ci_lwr_9,ci_upr_9,enzyme_baseline_9,enzyme_bileacid_interaction_9,enzyme_inhibitor_interaction_9,enzyme_inhibitor_bileacid_interaction_9,inhibitor_potency_9,Protein_Molecular_Weight,Protein_Aromaticity,Protein_Instability_Index,Protein_Isoelectric_Point,Protein_GRAVY,Protein_AA_Percent_A,Protein_AA_Percent_C,Protein_AA_Percent_D,Protein_AA_Percent_E,Protein_AA_Percent_F,Protein_AA_Percent_G,Protein_AA_Percent_H,Protein_AA_Percent_I,Protein_AA_Percent_K,Protein_AA_Percent_L,Protein_AA_Percent_M,Protein_AA_Percent_N,Protein_AA_Percent_P,Protein_AA_Percent_Q,Protein_AA_Percent_R,Protein_AA_Percent_S,Protein_AA_Percent_T,Protein_AA_Percent_V,Protein_AA_Percent_W,Protein_AA_Percent_Y,Protein_Organism,Inhibitor_IP_Conc,Inhibitor_Complexity,Inhibitor_H_Bond_Acceptor,Inhibitor_H_Bond_Donor,Inhibitor_Rotatable_Bonds,Inhibitor_Molecular_Weight,Inhibitor_Polar_Surface_Area,Bile_complexity,Bile_h_bond_acceptor,Bile_h_bond_donor,Bile_rotatable_bonds,Bile_molecular_weight,Bile_polar_surface_area
3889,JL885,XII,TCDCA,Run 1,2,-0.812434839421957,0.0095066634280533,0.786976655688241,-1.56581188403346,1.51913660626444,1.65797956103065,-9.60678766062735,1.88255596266487,-0.22457640163422,2.01639329154881,-0.37186400423662,1.27280484652883,-3.00337033820102,1.986024660192,2.88336890251829,1.06153468807591,-1.21234352613806,0.955610746386156,0.955610746386156,36615.662,0.114,31.159,4.914,-0.386,0.04,0.009,0.062,0.071,0.052,0.074,0.012,0.077,0.065,0.086,0.012,0.099,0.037,0.025,0.031,0.062,0.062,0.062,0.006,0.056,Ligilactobacillus salivarius,100.0,549.0,2.0,1.0,2.0,325.4,56.4,858.0,6,4,7,499.7,132.0
3890,JL885,XII,TCDCA,Run 1,3,-1.71638126201011,0.0056562287086042,0.788934244887793,-1.56938452382478,1.52323771613537,1.65797956103065,-9.60678766062735,1.88255596266487,-0.22457640163422,2.01639329154881,-0.375377936504467,1.26271869418455,-2.86663844664582,2.08321883455761,2.88336890251829,1.06153468807591,-1.21234352613806,0.955610746386156,0.955610746386156,36615.662,0.114,31.159,4.914,-0.386,0.04,0.009,0.062,0.071,0.052,0.074,0.012,0.077,0.065,0.086,0.012,0.099,0.037,0.025,0.031,0.062,0.062,0.062,0.006,0.056,Ligilactobacillus salivarius,100.0,549.0,2.0,1.0,2.0,325.4,56.4,858.0,6,4,7,499.7,132.0
3891,JL885,XII,TDCA,Run 1,1,-1.34603591956685,0.762482643732252,0.835032950371619,-0.838646759732955,2.43468240572379,1.65797956103065,-9.60678766062735,1.88255596266487,-0.22457640163422,2.54822502066082,0.241849567526517,1.20734353273598,-2.09560955974709,2.63717708857796,2.88336890251829,1.71420396423375,-1.21234352613806,1.19706710924385,1.19706710924385,36615.662,0.114,31.159,4.914,-0.386,0.04,0.009,0.062,0.071,0.052,0.074,0.012,0.077,0.065,0.086,0.012,0.099,0.037,0.025,0.031,0.062,0.062,0.062,0.006,0.056,Ligilactobacillus salivarius,100.0,549.0,2.0,1.0,2.0,325.4,56.4,858.0,6,4,7,499.7,132.0
3892,JL885,XII,TDCA,Run 1,2,1.68380334094575,0.810279687909029,0.82456282588619,-0.762430972766525,2.46985530470734,1.65797956103065,-9.60678766062735,1.88255596266487,-0.22457640163422,2.54822502066082,0.331544619218407,1.22256018631407,-2.01582369228715,2.77661223806399,2.88336890251829,1.71420396423375,-1.21234352613806,1.19706710924385,1.19706710924385,36615.662,0.114,31.159,4.914,-0.386,0.04,0.009,0.062,0.071,0.052,0.074,0.012,0.077,0.065,0.086,0.012,0.099,0.037,0.025,0.031,0.062,0.062,0.062,0.006,0.056,Ligilactobacillus salivarius,100.0,549.0,2.0,1.0,2.0,325.4,56.4,858.0,6,4,7,499.7,132.0
3893,JL885,XII,TDCA,Run 1,3,0.364147922938405,0.80642925318958,0.830328051861685,-0.794005739608053,2.46088022368975,1.65797956103065,-9.60678766062735,1.88255596266487,-0.22457640163422,2.54822502066082,0.328030686950559,1.23870290896466,-2.0874137898439,2.76830161329755,2.88336890251829,1.71420396423375,-1.21234352613806,1.19706710924385,1.19706710924385,36615.662,0.114,31.159,4.914,-0.386,0.04,0.009,0.062,0.071,0.052,0.074,0.012,0.077,0.065,0.086,0.012,0.099,0.037,0.025,0.031,0.062,0.062,0.062,0.006,0.056,Ligilactobacillus salivarius,100.0,549.0,2.0,1.0,2.0,325.4,56.4,858.0,6,4,7,499.7,132.0
3894,JL885,XII,TLCA,Run 1,1,2.07572732616324,0.117964528574798,0.806012729629733,-1.45980506799436,1.6997648321542,1.65797956103065,-9.60678766062735,1.88255596266487,-0.22457640163422,3.99840902086176,-0.227910860058434,1.28105933181922,-2.59100320403116,2.43074937670017,2.88336890251829,3.41497781934802,-1.21234352613806,1.30624607819518,1.30624607819518,36615.662,0.114,31.159,4.914,-0.386,0.04,0.009,0.062,0.071,0.052,0.074,0.012,0.077,0.065,0.086,0.012,0.099,0.037,0.025,0.031,0.062,0.062,0.062,0.006,0.056,Ligilactobacillus salivarius,100.0,549.0,2.0,1.0,2.0,325.4,56.4,825.0,5,3,7,483.7,112.0
3895,JL885,XII,TLCA,Run 1,2,0.63452790894833,0.165761572751575,0.813920014179629,-1.40452944026205,1.7860370153221,1.65797956103065,-9.60678766062735,1.88255596266487,-0.22457640163422,3.99840902086176,-0.138215808366544,1.30568936456045,-2.57472888517342,2.54357342390354,2.88336890251829,3.41497781934802,-1.21234352613806,1.30624607819518,1.30624607819518,36615.662,0.114,31.159,4.914,-0.386,0.04,0.009,0.062,0.071,0.052,0.074,0.012,0.077,0.065,0.086,0.012,0.099,0.037,0.025,0.031,0.062,0.062,0.062,0.006,0.056,Ligilactobacillus salivarius,100.0,549.0,2.0,1.0,2.0,325.4,56.4,825.0,5,3,7,483.7,112.0
3896,JL885,XII,TLCA,Run 1,3,-3.10898223721701,0.161911138032126,0.804315045349706,-1.42675749079374,1.72615748697711,1.65797956103065,-9.60678766062735,1.88255596266487,-0.22457640163422,3.99840902086176,-0.141729740634392,1.3225656195958,-2.54106799815857,2.64338923065697,2.88336890251829,3.41497781934802,-1.21234352613806,1.30624607819518,1.30624607819518,36615.662,0.114,31.159,4.914,-0.386,0.04,0.009,0.062,0.071,0.052,0.074,0.012,0.077,0.065,0.086,0.012,0.099,0.037,0.025,0.031,0.062,0.062,0.062,0.006,0.056,Ligilactobacillus salivarius,100.0,549.0,2.0,1.0,2.0,325.4,56.4,825.0,5,3,7,483.7,112.0
3897,JL885,XII,TUDCA,Run 1,1,0.0089368764344055,0.186338183614932,0.821308427730638,-1.394718231403,1.8248108053011,1.65797956103065,-9.60678766062735,1.88255596266487,-0.22457640163422,0.344297055391479,-0.814541311557763,1.18171269163148,-3.14581565952371,1.4864980916717,2.88336890251829,8.86849110376185,-1.21234352613806,-0.763393734064208,-0.763393734064209,36615.662,0.114,31.159,4.914,-0.386,0.04,0.009,0.062,0.071,0.052,0.074,0.012,0.077,0.065,0.086,0.012,0.099,0.037,0.025,0.031,0.062,0.062,0.062,0.006,0.056,Ligilactobacillus salivarius,100.0,549.0,2.0,1.0,2.0,325.4,56.4,858.0,6,4,7,499.7,132.0
3898,JL885,XII,TUDCA,Run 1,2,-1.19425580500649,0.234135227791709,0.850661059668911,-1.39514430221946,1.93944705168267,1.65797956103065,-9.60678766062735,1.88255596266487,-0.22457640163422,0.344297055391479,-0.724846259865873,1.18216232849569,-3.07483608318767,1.55924024451543,2.88336890251829,8.86849110376185,-1.21234352613806,-0.763393734064208,-0.763393734064209,36615.662,0.114,31.159,4.914,-0.386,0.04,0.009,0.062,0.071,0.052,0.074,0.012,0.077,0.065,0.086,0.012,0.099,0.037,0.025,0.031,0.062,0.062,0.062,0.006,0.056,Ligilactobacillus salivarius,100.0,549.0,2.0,1.0,2.0,325.4,56.4,858.0,6,4,7,499.7,132.0
3899,JL885,XII,TUDCA,Run 1,3,-0.325214909160347,0.23028479307226,0.83370989526229,-1.35846678048965,1.90967600893853,1.65797956103065,-9.60678766062735,1.88255596266487,-0.22457640163422,0.344297055391479,-0.728360192133721,1.14285937713851,-2.97276292830176,1.50724583008121,2.88336890251829,8.86849110376185,-1.21234352613806,-0.763393734064208,-0.763393734064209,36615.662,0.114,31.159,4.914,-0.386,0.04,0.009,0.062,0.071,0.052,0.074,0.012,0.077,0.065,0.086,0.012,0.099,0.037,0.025,0.031,0.062,0.062,0.062,0.006,0.056,Ligilactobacillus salivarius,100.0,549.0,2.0,1.0,2.0,325.4,56.4,858.0,6,4,7,499.7,132.0
3900,JL885,XIII,GCA,Run 1,1,-1.27970515499858,0.204837494128548,0.782135310692882,-1.37619106813155,1.68977934978454,1.65797956103065,-9.74386177267502,1.76638001639142,-0.108400455360764,0.96816279097147,-0.238215621215568,1.43956619336782,-3.09398027632413,2.54911920167773,2.88336890251829,-2.6822932275739,-0.827561121812757,7.28885368431035,7.28885368431035,36615.662,0.114,31.159,4.914,-0.386,0.04,0.009,0.062,0.071,0.052,0.074,0.012,0.077,0.065,0.086,0.012,0.099,0.037,0.025,0.031,0.062,0.062,0.062,0.006,0.056,Ligilactobacillus salivarius,100.0,947.0,6.0,0.0,5.0,479.5,102.0,772.0,7,4,6,464.6,133.0
3901,JL885,XIII,GCA,Run 1,2,0.397676099159727,0.252634538305325,0.763245256781115,-1.28503953848101,1.70688186810095,1.65797956103065,-9.74386177267502,1.76638001639142,-0.108400455360764,0.96816279097147,-0.148520569523678,1.45316073937248,-2.92768911931798,2.76870097902212,2.88336890251829,-2.6822932275739,-0.827561121812757,7.28885368431035,7.28885368431035,36615.662,0.114,31.159,4.914,-0.386,0.04,0.009,0.062,0.071,0.052,0.074,0.012,0.077,0.065,0.086,0.012,0.099,0.037,0.025,0.031,0.062,0.062,0.062,0.006,0.056,Ligilactobacillus salivarius,100.0,947.0,6.0,0.0,5.0,479.5,102.0,772.0,7,4,6,464.6,133.0
3902,JL885,XIII,GCA,Run 1,3,0.318036088737907,0.248784103585876,0.758160237565826,-1.29229922901948,1.67968890223856,1.65797956103065,-9.74386177267502,1.76638001639142,-0.108400455360764,0.96816279097147,-0.152034501791525,1.38730127404328,-2.84650085880145,2.5917201354482,2.88336890251829,-2.6822932275739,-0.827561121812757,7.28885368431035,7.28885368431035,36615.662,0.114,31.159,4.914,-0.386,0.04,0.009,0.062,0.071,0.052,0.074,0.012,0.077,0.065,0.086,0.012,0.099,0.037,0.025,0.031,0.062,0.062,0.062,0.006,0.056,Ligilactobacillus salivarius,100.0,947.0,6.0,0.0,5.0,479.5,102.0,772.0,7,4,6,464.6,133.0
3903,JL885,XIII,GCDCA,Run 1,1,-0.633198686374004,0.651597592284911,0.768278151849627,-0.8981649904314,2.11348536481914,1.65797956103065,-9.74386177267502,1.76638001639142,-0.108400455360764,3.3764046889929,-0.270594403989556,1.25902796230862,-2.56570611347856,2.36968349877125,2.88336890251829,1.39196070137746,-0.827561121812757,3.59970284986013,3.59970284986013,36615.662,0.114,31.159,4.914,-0.386,0.04,0.009,0.062,0.071,0.052,0.074,0.012,0.077,0.065,0.086,0.012,0.099,0.037,0.025,0.031,0.062,0.062,0.062,0.006,0.056,Ligilactobacillus salivarius,100.0,947.0,6.0,0.0,5.0,479.5,102.0,727.0,5,4,6,449.6,107.0
3904,JL885,XIII,GCDCA,Run 1,2,1.08422009985164,0.699394636461688,0.771871734499807,-0.848295294151034,2.17744190508821,1.65797956103065,-9.74386177267502,1.76638001639142,-0.108400455360764,3.3764046889929,-0.180899352297666,1.24194470803364,-2.48718441541708,2.3812388400748,2.88336890251829,1.39196070137746,-0.827561121812757,3.59970284986013,3.59970284986013,36615.662,0.114,31.159,4.914,-0.386,0.04,0.009,0.062,0.071,0.052,0.074,0.012,0.077,0.065,0.086,0.012,0.099,0.037,0.025,0.031,0.062,0.062,0.062,0.006,0.056,Ligilactobacillus salivarius,100.0,947.0,6.0,0.0,5.0,479.5,102.0,727.0,5,4,6,449.6,107.0
3905,JL885,XIII,GCDCA,Run 1,3,-1.08636546917864,0.695544201742239,0.753167637277371,-0.817971147539157,2.13444599058814,1.65797956103065,-9.74386177267502,1.76638001639142,-0.108400455360764,3.3764046889929,-0.184413284565514,1.28441694335961,-2.46680704243404,2.56810737553562,2.88336890251829,1.39196070137746,-0.827561121812757,3.59970284986013,3.59970284986013,36615.662,0.114,31.159,4.914,-0.386,0.04,0.009,0.062,0.071,0.052,0.074,0.012,0.077,0.065,0.086,0.012,0.099,0.037,0.025,0.031,0.062,0.062,0.062,0.006,0.056,Ligilactobacillus salivarius,100.0,947.0,6.0,0.0,5.0,479.5,102.0,727.0,5,4,6,449.6,107.0
3906,JL885,XIII,GDCA,Run 1,1,1.89097610624514,0.569087576350796,0.741572737032497,-0.855083634053785,2.0518814951136,1.65797956103065,-9.74386177267502,1.76638001639142,-0.108400455360764,2.31126448677517,2.32098554067856,1.30431636364176,-0.222284728857715,4.89063541661797,2.88336890251829,0.423830512360869,-0.827561121812757,6.68917401103924,6.68917401103924,36615.662,0.114,31.159,4.914,-0.386,0.04,0.009,0.062,0.071,0.052,0.074,0.012,0.077,0.065,0.086,0.012,0.099,0.037,0.025,0.031,0.062,0.062,0.062,0.006,0.056,Ligilactobacillus salivarius,100.0,947.0,6.0,0.0,5.0,479.5,102.0,727.0,5,4,6,449.6,107.0
3907,JL885,XIII,GDCA,Run 1,2,4.51600695803845,0.616884620527573,0.720941042296487,-0.788962392734539,2.03712649306769,1.65797956103065,-9.74386177267502,1.76638001639142,-0.108400455360764,2.31126448677517,2.41068059237045,1.35552379292835,-0.21443171490435,5.09922155337477,2.88336890251829,0.423830512360869,-0.827561121812757,6.68917401103924,6.68917401103924,36615.662,0.114,31.159,4.914,-0.386,0.04,0.009,0.062,0.071,0.052,0.074,0.012,0.077,0.065,0.086,0.012,0.099,0.037,0.025,0.031,0.062,0.062,0.062,0.006,0.056,Ligilactobacillus salivarius,100.0,947.0,6.0,0.0,5.0,479.5,102.0,727.0,5,4,6,449.6,107.0
3908,JL885,XIII,GDCA,Run 1,3,0.524841508283585,0.613034185808124,0.727148638554093,-0.810605940929808,2.03981672220223,1.65797956103065,-9.74386177267502,1.76638001639142,-0.108400455360764,2.31126448677517,2.4071666601026,1.34619844665782,-0.0995816839885268,5.17751622691013,2.88336890251829,0.423830512360869,-0.827561121812757,6.68917401103924,6.68917401103924,36615.662,0.114,31.159,4.914,-0.386,0.04,0.009,0.062,0.071,0.052,0.074,0.012,0.077,0.065,0.086,0.012,0.099,0.037,0.025,0.031,0.062,0.062,0.062,0.006,0.056,Ligilactobacillus salivarius,100.0,947.0,6.0,0.0,5.0,479.5,102.0,727.0,5,4,6,449.6,107.0
3909,JL885,XIII,GLCA,Run 1,1,0.794920971482811,-0.856419550726936,0.757227408496906,-2.40979186921902,0.558539572088849,1.65797956103065,-9.74386177267502,1.76638001639142,-0.108400455360764,3.91626377916578,0.164827040209159,1.38748516244771,-2.53547264806824,2.90346918872679,2.88336890251829,3.69527630893006,-0.827561121812757,3.43531247229613,3.43531247229613,36615.662,0.114,31.159,4.914,-0.386,0.04,0.009,0.062,0.071,0.052,0.074,0.012,0.077,0.065,0.086,0.012,0.099,0.037,0.025,0.031,0.062,0.062,0.062,0.006,0.056,Ligilactobacillus salivarius,100.0,947.0,6.0,0.0,5.0,479.5,102.0,695.0,4,3,6,433.6,86.6
3910,JL885,XIII,GLCA,Run 1,2,-0.0141095994154358,-0.808622506550159,0.751053864813691,-2.3534299020504,0.590701248019268,1.65797956103065,-9.74386177267502,1.76638001639142,-0.108400455360764,3.91626377916578,0.254522091901049,1.40583793358724,-2.4600396877466,3.0508450119154,2.88336890251829,3.69527630893006,-0.827561121812757,3.43531247229613,3.43531247229613,36615.662,0.114,31.159,4.914,-0.386,0.04,0.009,0.062,0.071,0.052,0.074,0.012,0.077,0.065,0.086,0.012,0.099,0.037,0.025,0.031,0.062,0.062,0.062,0.006,0.056,Ligilactobacillus salivarius,100.0,947.0,6.0,0.0,5.0,479.5,102.0,695.0,4,3,6,433.6,86.6
3911,JL885,XIII,GLCA,Run 1,3,0.0381963235609501,-0.812472941269608,0.753010903497579,-2.35171958320005,0.600083158510462,1.65797956103065,-9.74386177267502,1.76638001639142,-0.108400455360764,3.91626377916578,0.251008159633201,1.35511744982108,-2.33028320108775,2.98177720221087,2.88336890251829,3.69527630893006,-0.827561121812757,3.43531247229613,3.43531247229613,36615.662,0.114,31.159,4.914,-0.386,0.04,0.009,0.062,0.071,0.052,0.074,0.012,0.077,0.065,0.086,0.012,0.099,0.037,0.025,0.031,0.062,0.062,0.062,0.006,0.056,Ligilactobacillus salivarius,100.0,947.0,6.0,0.0,5.0,479.5,102.0,695.0,4,3,6,433.6,86.6
3912,JL885,XIII,GUDCA,Run 1,1,-1.02218942409159,0.826406951656677,0.793990501995314,-0.816432600994883,2.29601016682675,1.65797956103065,-9.74386177267502,1.76638001639142,-0.108400455360764,1.364704993739,1.169585206156,1.37777380636176,-1.54311239811377,3.85776092282434,2.88336890251829,0.454320669513213,-0.827561121812757,-3.61490966763986,-3.61490966763986,36615.662,0.114,31.159,4.914,-0.386,0.04,0.009,0.062,0.071,0.052,0.074,0.012,0.077,0.065,0.086,0.012,0.099,0.037,0.025,0.031,0.062,0.062,0.062,0.006,0.056,Ligilactobacillus salivarius,100.0,947.0,6.0,0.0,5.0,479.5,102.0,727.0,5,4,6,449.6,107.0
3913,JL885,XIII,GUDCA,Run 1,2,0.918798786648441,0.874203995833454,0.796014115028435,-0.740335863004192,2.38003946790727,1.65797956103065,-9.74386177267502,1.76638001639142,-0.108400455360764,1.364704993739,1.25928025784789,1.32455363754148,-1.36701410914887,3.82523615001372,2.88336890251829,0.454320669513213,-0.827561121812757,-3.61490966763986,-3.61490966763986,36615.662,0.114,31.159,4.914,-0.386,0.04,0.009,0.062,0.071,0.052,0.074,0.012,0.077,0.065,0.086,0.012,0.099,0.037,0.025,0.031,0.062,0.062,0.062,0.006,0.056,Ligilactobacillus salivarius,100.0,947.0,6.0,0.0,5.0,479.5,102.0,727.0,5,4,6,449.6,107.0
3914,JL885,XIII,GUDCA,Run 1,3,3.49150184977433,0.870353561114004,0.777218962742098,-0.712037881042839,2.33466045290618,1.65797956103065,-9.74386177267502,1.76638001639142,-0.108400455360764,1.364704993739,1.25576632558004,1.29601642025154,-1.32971847691142,3.75066589047462,2.88336890251829,0.454320669513213,-0.827561121812757,-3.61490966763986,-3.61490966763986,36615.662,0.114,31.159,4.914,-0.386,0.04,0.009,0.062,0.071,0.052,0.074,0.012,0.077,0.065,0.086,0.012,0.099,0.037,0.025,0.031,0.062,0.062,0.062,0.006,0.056,Ligilactobacillus salivarius,100.0,947.0,6.0,0.0,5.0,479.5,102.0,727.0,5,4,6,449.6,107.0
3915,JL885,XIII,TCA,Run 1,1,0.633547834485921,0.78332243305814,0.781369706727036,-0.814964723492203,2.24800452687778,1.65797956103065,-9.74386177267502,1.76638001639142,-0.108400455360764,2.8293118182861,1.28018776943475,1.32062343691447,-1.33363014194371,3.843213730761,2.88336890251829,1.65564451596855,-0.827561121812757,3.94885821008365,3.94885821008365,36615.662,0.114,31.159,4.914,-0.386,0.04,0.009,0.062,0.071,0.052,0.074,0.012,0.077,0.065,0.086,0.012,0.099,0.037,0.025,0.031,0.062,0.062,0.062,0.006,0.056,Ligilactobacillus salivarius,100.0,947.0,6.0,0.0,5.0,479.5,102.0,83.4,2,1,0,163.38,37.3
3916,JL885,XIII,TCA,Run 1,2,0.721646963932806,0.831119477234917,0.789001219509505,-0.765978991578377,2.32690578889888,1.65797956103065,-9.74386177267502,1.76638001639142,-0.108400455360764,2.8293118182861,1.36988282112664,1.30733978208461,-1.22261160620694,3.90216033956472,2.88336890251829,1.65564451596855,-0.827561121812757,3.94885821008365,3.94885821008365,36615.662,0.114,31.159,4.914,-0.386,0.04,0.009,0.062,0.071,0.052,0.074,0.012,0.077,0.065,0.086,0.012,0.099,0.037,0.025,0.031,0.062,0.062,0.062,0.006,0.056,Ligilactobacillus salivarius,100.0,947.0,6.0,0.0,5.0,479.5,102.0,83.4,2,1,0,163.38,37.3
3917,JL885,XIII,TCA,Run 1,3,3.05293808484826,0.827269042515468,0.769791714758397,-0.732727007527377,2.28485651432554,1.65797956103065,-9.74386177267502,1.76638001639142,-0.108400455360764,2.8293118182861,1.36636888885879,1.32141709538392,-1.25758649121249,3.92236852269248,2.88336890251829,1.65564451596855,-0.827561121812757,3.94885821008365,3.94885821008365,36615.662,0.114,31.159,4.914,-0.386,0.04,0.009,0.062,0.071,0.052,0.074,0.012,0.077,0.065,0.086,0.012,0.099,0.037,0.025,0.031,0.062,0.062,0.062,0.006,0.056,Ligilactobacillus salivarius,100.0,947.0,6.0,0.0,5.0,479.5,102.0,83.4,2,1,0,163.38,37.3
3918,JL885,XIII,TCDCA,Run 1,1,-0.336059012679415,0.0958403951787399,0.761942367512588,-1.42143938593216,1.56537469471718,1.65797956103065,-9.74386177267502,1.76638001639142,-0.108400455360764,2.01639329154881,-0.684226244761239,1.25456518260714,-3.1597015525528,1.75819396326719,2.88336890251829,1.06153468807591,-0.827561121812757,1.51630469555742,1.51630469555742,36615.662,0.114,31.159,4.914,-0.386,0.04,0.009,0.062,0.071,0.052,0.074,0.012,0.077,0.065,0.086,0.012,0.099,0.037,0.025,0.031,0.062,0.062,0.062,0.006,0.056,Ligilactobacillus salivarius,100.0,947.0,6.0,0.0,5.0,479.5,102.0,858.0,6,4,7,499.7,132.0
3919,JL885,XIII,TCDCA,Run 1,2,0.220580217806006,0.143637439355517,0.766467761222756,-1.37069509777764,1.63385852621556,1.65797956103065,-9.74386177267502,1.76638001639142,-0.108400455360764,2.01639329154881,-0.594531193069349,1.28795047223654,-3.14270675042843,1.90605910073879,2.88336890251829,1.06153468807591,-0.827561121812757,1.51630469555742,1.51630469555742,36615.662,0.114,31.159,4.914,-0.386,0.04,0.009,0.062,0.071,0.052,0.074,0.012,0.077,0.065,0.086,0.012,0.099,0.037,0.025,0.031,0.062,0.062,0.062,0.006,0.056,Ligilactobacillus salivarius,100.0,947.0,6.0,0.0,5.0,479.5,102.0,858.0,6,4,7,499.7,132.0
3920,JL885,XIII,TCDCA,Run 1,3,-1.58130856451494,0.139787004636068,0.769584873348121,-1.37441128056063,1.642361422964,1.65797956103065,-9.74386177267502,1.76638001639142,-0.108400455360764,2.01639329154881,-0.598045125337196,1.28133973718344,-3.11030932863851,1.91254244112058,2.88336890251829,1.06153468807591,-0.827561121812757,1.51630469555742,1.51630469555742,36615.662,0.114,31.159,4.914,-0.386,0.04,0.009,0.062,0.071,0.052,0.074,0.012,0.077,0.065,0.086,0.012,0.099,0.037,0.025,0.031,0.062,0.062,0.062,0.006,0.056,Ligilactobacillus salivarius,100.0,947.0,6.0,0.0,5.0,479.5,102.0,858.0,6,4,7,499.7,132.0
3921,JL885,XIII,TDCA,Run 1,1,-0.155120849148367,0.896613419659716,0.772150925676701,-0.696854185431114,2.32997744322155,1.65797956103065,-9.74386177267502,1.76638001639142,-0.108400455360764,2.54822502066082,0.655291294275631,1.23292977731329,-1.84979138431504,2.98329334275305,2.88336890251829,1.71420396423375,-0.827561121812757,2.0713218626914,2.0713218626914,36615.662,0.114,31.159,4.914,-0.386,0.04,0.009,0.062,0.071,0.052,0.074,0.012,0.077,0.065,0.086,0.012,0.099,0.037,0.025,0.031,0.062,0.062,0.062,0.006,0.056,Ligilactobacillus salivarius,100.0,947.0,6.0,0.0,5.0,479.5,102.0,858.0,6,4,7,499.7,132.0
3922,JL885,XIII,TDCA,Run 1,2,2.65927091267551,0.944410463836493,0.764674032581898,-0.577312422811669,2.42020978490937,1.65797956103065,-9.74386177267502,1.76638001639142,-0.108400455360764,2.54822502066082,0.744986345967521,1.24433016573302,-1.87340016000478,3.00437408966868,2.88336890251829,1.71420396423375,-0.827561121812757,2.0713218626914,2.0713218626914,36615.662,0.114,31.159,4.914,-0.386,0.04,0.009,0.062,0.071,0.052,0.074,0.012,0.077,0.065,0.086,0.012,0.099,0.037,0.025,0.031,0.062,0.062,0.062,0.006,0.056,Ligilactobacillus salivarius,100.0,947.0,6.0,0.0,5.0,479.5,102.0,858.0,6,4,7,499.7,132.0
3923,JL885,XIII,TDCA,Run 1,3,-0.564613855329354,0.940560029117044,0.766775766767168,-0.652337249383818,2.35342375634348,1.65797956103065,-9.74386177267502,1.76638001639142,-0.108400455360764,2.54822502066082,0.741472413699673,1.24352702608373,-1.87303826801872,3.00158767422949,2.88336890251829,1.71420396423375,-0.827561121812757,2.0713218626914,2.0713218626914,36615.662,0.114,31.159,4.914,-0.386,0.04,0.009,0.062,0.071,0.052,0.074,0.012,0.077,0.065,0.086,0.012,0.099,0.037,0.025,0.031,0.062,0.062,0.062,0.006,0.056,Ligilactobacillus salivarius,100.0,947.0,6.0,0.0,5.0,479.5,102.0,858.0,6,4,7,499.7,132.0
3924,JL885,XIII,TLCA,Run 1,1,1.27093173605391,0.252095304502261,0.803212773973847,-1.35055692848387,1.7980371454936,1.65797956103065,-9.74386177267502,1.76638001639142,-0.108400455360764,3.99840902086176,-0.361826406122884,1.36858385827201,-3.16238090799564,2.20246781643064,2.88336890251829,3.41497781934802,-0.827561121812757,1.5589864155553,1.5589864155553,36615.662,0.114,31.159,4.914,-0.386,0.04,0.009,0.062,0.071,0.052,0.074,0.012,0.077,0.065,0.086,0.012,0.099,0.037,0.025,0.031,0.062,0.062,0.062,0.006,0.056,Ligilactobacillus salivarius,100.0,947.0,6.0,0.0,5.0,479.5,102.0,825.0,5,3,7,483.7,112.0
3925,JL885,XIII,TLCA,Run 1,2,-1.00369448355774,0.299892348679038,0.809040557515217,-1.32416296402256,1.84727602143709,1.65797956103065,-9.74386177267502,1.76638001639142,-0.108400455360764,3.99840902086176,-0.272131354430994,1.36228341964096,-3.12445110770406,2.2156998972885,2.88336890251829,3.41497781934802,-0.827561121812757,1.5589864155553,1.5589864155553,36615.662,0.114,31.159,4.914,-0.386,0.04,0.009,0.062,0.071,0.052,0.074,0.012,0.077,0.065,0.086,0.012,0.099,0.037,0.025,0.031,0.062,0.062,0.062,0.006,0.056,Ligilactobacillus salivarius,100.0,947.0,6.0,0.0,5.0,479.5,102.0,825.0,5,3,7,483.7,112.0
3926,JL885,XIII,TLCA,Run 1,3,-1.07515735956874,0.296041913959589,0.792263558257148,-1.25556692859698,1.85010621977104,1.65797956103065,-9.74386177267502,1.76638001639142,-0.108400455360764,3.99840902086176,-0.275645286698841,1.39612408605532,-3.18132632363776,2.29148009369911,2.88336890251829,3.41497781934802,-0.827561121812757,1.5589864155553,1.5589864155553,36615.662,0.114,31.159,4.914,-0.386,0.04,0.009,0.062,0.071,0.052,0.074,0.012,0.077,0.065,0.086,0.012,0.099,0.037,0.025,0.031,0.062,0.062,0.062,0.006,0.056,Ligilactobacillus salivarius,100.0,947.0,6.0,0.0,5.0,479.5,102.0,825.0,5,3,7,483.7,112.0
